CARD Accession (4571),Protein Accession,Description,Resistance Mechanism,Drug Class
ARO:3006222,WP_188331880.1,VEB beta-lactamase,product inactivation,cephalosporin;monobactam
ARO:3006223,WP_171476787.1,BKC Beta-lactamase,product inactivation,carbapenem
ARO:3006224,WP_063865204.1,cepA beta-lactamase,product inactivation,cephalosporin
ARO:3006225,WP_032579291.1,cepA beta-lactamase,product inactivation,cephalosporin
ARO:3006226,WP_008659027.1,cepA beta-lactamase,product inactivation,cephalosporin
ARO:3006227,WP_204376226.1,FRI beta-lactamase,product inactivation,penam
ARO:3006228,WP_039189232.1,ACC beta-lactamase,product inactivation,cephalosporin;monobactam;penam
ARO:3006229,WP_063857697.1,ACC beta-lactamase,product inactivation,cephalosporin;monobactam;penam
ARO:3006230,WP_063857698.1,ACC beta-lactamase,product inactivation,cephalosporin;monobactam;penam
ARO:3006231,WP_008815550.1,ACC beta-lactamase,product inactivation,cephalosporin;monobactam;penam
ARO:3006232,WP_099156055.1,ACC beta-lactamase,product inactivation,cephalosporin;monobactam;penam
ARO:3006233,WP_188331862.1,ACC beta-lactamase,product inactivation,cephalosporin;monobactam;penam
ARO:3006234,WP_063857782.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006235,WP_045328874.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006236,WP_045331818.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006237,WP_040117106.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006238,WP_015572455.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006239,WP_045340466.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006240,WP_032608349.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006241,WP_045337464.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006242,WP_045309142.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006243,WP_045331469.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006244,WP_045261282.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006245,WP_045286607.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006246,WP_045269678.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006247,WP_014882211.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006248,WP_032644152.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006249,WP_099156056.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006250,WP_047052637.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006251,WP_033487869.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006252,WP_094935119.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006253,WP_111965422.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006254,WP_112792421.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006255,WP_111976052.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006256,WP_112017656.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006257,WP_111967096.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006258,WP_112780466.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006259,WP_050861789.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006260,WP_047726486.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006261,WP_032625176.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006262,WP_063147148.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006263,WP_136512051.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006264,WP_048209719.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006265,WP_047364854.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006266,WP_045895620.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006267,WP_152315464.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006268,WP_032652275.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006269,WP_045347148.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006270,WP_126817982.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006271,WP_060573544.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006272,WP_164461280.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006273,WP_164461281.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006274,WP_164461282.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006275,WP_164461283.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006276,WP_164461284.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006277,WP_164461285.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006278,WP_072139974.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006279,WP_121527365.1,ACT beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3006280,WP_068981607.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006281,WP_068981608.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006282,WP_068981609.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006283,WP_068981610.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006284,WP_068981611.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006285,WP_068981612.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006286,WP_068981613.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006287,WP_068981614.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006288,WP_136512052.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006289,WP_136512053.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006290,WP_136512054.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006291,WP_136512055.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006292,WP_125052776.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006293,WP_001211215.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006294,WP_017816757.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006295,WP_002157727.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006296,WP_004712857.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006297,WP_002126587.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006298,WP_005109685.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006299,WP_005123276.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006300,WP_004840559.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006301,WP_005131186.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006302,WP_005046018.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006303,WP_004643536.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006304,WP_005039111.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006305,WP_004886093.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006306,WP_004707701.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006307,WP_005068074.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006308,WP_004700205.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006309,WP_005307218.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006310,WP_004790939.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006311,WP_016137488.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006312,WP_016140427.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006313,WP_016146025.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006314,WP_032039838.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006315,WP_001211209.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006316,WP_032062810.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006317,WP_033502167.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006318,WP_001211214.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006319,WP_039270258.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006320,WP_039258389.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006321,WP_044718369.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006322,WP_039246976.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006323,WP_014207272.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006324,WP_017386568.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006325,WP_063099318.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006326,WP_001211233.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006327,WP_099156045.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006328,WP_005138362.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006329,WP_005128228.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006330,WP_024436624.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006331,WP_088245227.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006332,WP_001211227.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006333,WP_032037870.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006334,WP_031980335.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006335,WP_057093064.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006336,WP_032068214.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006337,WP_001211239.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006338,WP_101244937.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006339,WP_002046804.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006340,WP_101244938.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006341,WP_001211212.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006342,WP_102607458.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006343,WP_031961878.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006344,WP_032027415.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006345,WP_032071188.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006346,WP_114699268.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006347,WP_001211208.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006348,WP_001159761.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006349,WP_114699269.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006350,WP_114699270.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006351,WP_114699271.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006352,WP_114699272.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006353,WP_059247009.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006354,WP_001211210.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006355,WP_072292271.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006356,WP_136512056.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006357,WP_136512057.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006358,WP_136512058.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006359,WP_136512059.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006360,WP_003112187.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006361,WP_136512060.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006362,WP_013197184.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
ARO:3006363,WP_133972424.1,ADC beta-lactamases pending classification for carbapenemase activity,product inactivation,cephalosporin
